text,label
"""Moths""A man and a woman meet at bar one day and are getting along reallywell. They decide to go back to the woman's house where they engage inpassionate love making.The woman suddenly cocks her ear and says, ""quick my husbandjust gothome, go hide in the bathroom!"" So the man runs into the bathroom.Her husband comes up into the bedroom and looks at her. ""Why are younaked?"" he asks.Well, I heard you pull up outside, so I thought I would come up hereand get ready to recieve you.""""Okay."" the man replies ""I'll go get ready.""He goes into the bathroom before his wife can stop him and sees anaked man standing there clapping his hands.""Who the fuck are you?"" the man asks""I am from the exterminator company, your wife called me in to get ridof the moths you are having problems with.""The husband exclaims, ""But you are naked!""The man then looks down and jumps back in surprise.""Those little bastards!""*",Informal
"Jeff, Thanks for the floor speech on  yesterday.  It's always great to hear ""the boss"" say that you're doing a good job and that Enron still has a lot in store for the future.  You don't know how much that helps us motivate our guys and keep them focused on our goals.Victor",Informal
"I've just spoken with Christian Yoder, who said he's got the confirmation letters for these deals on his desk. He's also planning to call you to discuss this further  these deals and several others entered as part of an EES acquisition will all be confirmed differently than usual. I'm not completely clear on the subject, so I'm going to defer to Christian's legal expertise.But if you have any other questions, please let me know. I can certainly sit down with Christian and maybe we can all conference call on the subject.Thanks,Kate",Neutral
"The information books should be in everyone's hands by about : Thursday morning.  Let me know if you have any trouble getting your copy.  Michael Ratner is now building a baseline economic model for each of the four () assets using data presented in the information memoranda.  Once the model works, we will be able to modify the data to run various cases for various asset combinations.  We need to identify all synergies and any other areas of special consideration that could impact our valuation (i.e. does ownership of Minnegasco provide any strategic opportunities, any value in the AC line access to northeast pipelines, etc.)  You should soon receive another smaller packet from Merrill Lynch describing two different deal structures for our consideration  one is a ""prepaid lease"" arrangement, the other a ""leveraged partnership"". I am trying to set up a meeting with Robert Eichenroht to discuss PUHCA issues and how this deal would be impacted if we were to include either the Arkla LDC or Minnegasco package. Nonbinding EOI's are due next Wednesday and time is short.  Bill Cordes will be in Houston next Tuesday and we have tentatively scheduled a group meeting for : AM.  [Location not yet confirmed, but we will try for a video conf. room so Omaha can participate.]  Please mark your calendars.JNG",Formal
"Hello sunshine.  I haven't heard from you, I trust everything is okay.  I have sad news to report.  My neighbor died this morning. You remember the little neighbor who got burned, and no one told her that her father had lung cancer, well he expired.  Please pray for the family.  I feel so sorry for his wife.  I know I never have good news, and if you ever get tired of me telling you bad news just let me know.  The devil is so busy, I have to ask for help to fight him.  I really appreciate your willing ear. My other neighbor went to the emergency room Monday and they will keep her until today. She thought she was having a heart attack.  We do not know what is wrong with her she will go for test on next Thursday.  Help me pray for these families.  You know I love you.  I will talk to you later.  Tell all the Saints I said hello. Be Blessed in Jesus Name Kat",Informal
"I just wanted to give all of you an update to my previous message on the replacement for Brian Heinrich in Financial Operations.  Jennifer Blay was going to be his replacement; however, Jennifer has accepted a position in Energy Operations working for Jeff Sorenson.  The newest addition to the Financial Operations staff is Holly Heath who joins us from Bank United.  She is located at EBA and can be reached at Ext. .  In addition, Sarah Brown will transfer as Manager of the Consolidated Reporting Team from the Gas and Transmission Assets Team in the Business Analysis and Reporting organization.  Sarah is located at EBB and can be reached at Ext. .Brian will be helping to transition Holly into her new responsibilities.  As such, you will be receiving Emails from Brian during the next week or so.  After that, Holly will begin to request information directly from you.Please join me in welcoming both Holly and Sarah into their new roles.  Thanks for your patience during the next few weeks.  If you have any questions, please do not hesitate to call me.Lisa Cousinox",Formal
Attached is the temporary assignment for the ONEOK deal from Sandia Resources.  I received a call from the confirm desk looking for paperwork on this deal.  We need to get this signed ASAP.  Sorry for the delay.,Neutral
"Frank, Steve, Charlie, Robin, Greg and Maria:  CONGRATULATIONS on an outstanding result!  I don't think I've ever in my days as an outhouse and inhouse lawyer worked with a team that was so cohesive and effective.  That you guys did it with a group pulled together  from two firms as well as in house lawyers is doubly impressive.  We appreciate the long hours and sacrifices you all made to get  this thing ready and try it in such a short time period.  Your timing is impeccable, as having a little good news about Enron out in the marketplace is sorely needed right now!  Thanks again guys!  DF",Neutral
I've been to Argentina  what can I tell you about it?  We need to get sailing soon!  Ever get to Houston?  I have a boat here but don't sail too much  just working too hard.  Hope you're well!,Informal
"Apology accepted.  My feelings were hurt considering laning you the BMW, paying for dinner and washing and filling your car with gas!!Love,  Dad",Neutral
Just a note to let you know I will have to miss our meeting on Tuesday  I will not be back from New York until around noon.,Informal
I was not hung over yesterday. I had  beers and went home. How about that for self control? I watched women's gymnastics olympic trials on saturday night and did some laundry. What a loser I am. I am going to Sylvan this weekend. My friend Meghan is moving to Sydney Australia and Saturday is her going away party. Meg's cabin parties are  generally epic gong shows. I need to rest up this week. I bought inline pants at the Gap yesterday. Now if I get some rollerblades I'll have the official pants. I don't think you need to take your rollerblades in to get the wheels rotated every week. Can't you do it yourself? I could probably even do it and I'm the most mechanically inept person in the world.Chris,Informal
Yours!  Are you lunchable tomorrow?  Debra PerlingiereEnron North America Corp.,Informal
"OK folks, here it is.  Sorry for the delay, but those pesky questions ended up being more detailed than I anticipated.  Please take a quick look and let me know if there are any commentsmore ambiguities than usual in this one.  I'll await comments and finalize this evening.  Jimmie/Dylanmy apologies, but last Wednesday evening, I found out that I have to be in LA for a meeting tomorrow.  If I make it to class at all tomorrow, I won't get there until after the break.  Could one of you print out the case and bring it to class?  If not, don' t sweat it, I'll email him an electronic and turn in a hard copy to him on Tuesday. Sorry for any hassle.Best,Jeff",Informal
"Ross/Jackie,Here's my list of comments to the most recent draft.  It is subject to internal review, but this gives you an idea.  Could we have a telephone conference to knock out as many of these as possible?  Thanks,Kay",Formal
"KentI attach the following:(a) a clean and blacklined copy of the GE opinion, marked to show thechanges from the version circulated yesterday; and(ii) a clean and blacklined copy of the GE Consent, marked to show thechanges from the version circulated yesterday.The opinion has been amended to cover the parent guarantee by GeneralElectric Company of GE Packaged Power's obligations under the TurbineContract.  The Consent has a minor amendment reflecting a change to thecredit documentation.I would be grateful if you could confirm that the changes are acceptable.RegardsIsabel",Very Formal
"In anticipation of reopening, you have an opportunity to preselect your new locker location.  All active Body Shop members who had a permanent locker at the time of the September st construction close have been given first consideration when selecting their new locker location before December th.   Priority will be given to member's original locker location (i.e. a member who requests their original locker area will be given priority for that space).  After this date lockers will be distributed to members on the waiting list and to member's with permanent lockers who request a different space from their original locker area.   For your convenience, a Body Shop enrolment and locker request table will be in the lobby from December th through January th between the hours of am  :pm. Follow these simple steps to secure your locker location:Open and review the attached Men's Locker Design template.Select your st, nd, and rd choice location preference.Complete the Locker Selection Request Form.  Complete and Sign the Locker Payroll Deduction Form.Return all completed forms before December th to the Body Shop at EB, drop off at our offices on EB or at the Body Shop Table in the lobby from December th through January th between the hours of am  :pm.You will receive an email notifying you of your new locker location and locker combination prior to reopening.  If you have any questions, please contact the Body Shop Front Desk at  x.",Formal
"Jeff,With little physical knowledge of the transmission and generation constraints, etc., it's going to be difficult for me to say, geographically, where I think the boundaries ought to be.  However, I think the market would always prefer a simple layout, something like MISO  West,  Central,  East,  South.  To me, I think that would cover the basic areas that trade differently in terms of price.Fletch",Neutral
"Attached is the registration form for the Tour de Braz in Alvin on June .  If you are interested in participating in this ride, please fill out the form and mail to the address located on the form.  For reimbursement, I will need a copy of the registration form and check.  Thanks!Steph :  )",Neutral
MarkWe can make this even simpler.  All broker trades are confirmed the next day.  We would only need to record trader deals when they deal direct which is rare and all marketer deals.  If we do this we might consider keeping the tapes for a longer period because only the confirming part would be on tape.  Please advise.,Neutral
"In order to remain consistent with Enron's new security access procedures for the Enron Center Campus in Houston, all Body Shop Members and Guests will be required to present their Enron Photo Badge ID or a Photo Driver's License to the Body Shop Security Officer each time they enter the Body Shop.  We appreciate your assistant to expedite these procedures by being prepared to present your ID to the Body Shop Security Officer each time you enter the Body Shop.  All members will continue to use their Enron ID Badges to access the exterior Body Shop building security card reader as well as use their Badge ID's at the Body Shop Front Desk Member card reader.Lee WrightBody Shop Program Manager",Very Formal
"Ran into Ed this morning and he said that he ran into your ugly ass this past weekend.  I told him that it sucks for him but its over so all the better.  He said he was taking notes from the way you dress, thats if he ever went back to being single again.  Biked, ran and workedout this weekend.  I am on the path to kicking ass and taking names.  Bring it!!",Informal
"Please see attached file.  If you have any questions, please call me at ()  or () .",Formal
"Kay  Just some housekeeping questions:Do you want handwritten or email comments going forward?Do you want more comments from Origination and Services now, or do you want us to wait until you turn the doc?  As I said yesterday, I am in the process of sorting out the ""Costs"" definition so that it works better with the other parts of the doc.  MDEA is willing to extend the ILA two weeks if we want to.  Their next Board meeting (after tonight's Board meeting) is June  , and they desperately need to have our contract finished in time to get signing approval at that meeting.  We probably need something to bridge us from the end of May until their Board votes on the full agreement.  The other option is to get done this week and have them call a special Board meeting.  They have done this in the past, but we have not asked them if it's logistically possible to do this by May .Thanks  David",Informal
"Can we get together tomorrow to discuss the market based rates issues I raised last week?If you can do it tomorrow, let me know what times you are not available and I'll schedule something around them.  Thanks.",Neutral
We need the hourly data.  If they do not release it OPG has a significant advantage in a deregulating market.  Please push the issue.John,Neutral
Attached you will find the final Master Agreement and TA  that we finalized this evening.  I have also attached red lines of each showing the change we made.  MDS,Neutral
Attached is a brief memo containing our analysis of the Maintenance Agreement between Tenaska and Westinghouse.  Please give me a call with and questions or comments.TFAH,Neutral
I don't think you can bird dog her too much.  She receives in the emails and forwards them on to the relevant job group.  The person with the job then decides who they do or do not want to interview.  I don't think Gretchen will have much to do with that.,Informal
"Gerald,I have  contracts in  a box that I will be routing to you for your review.  These are active Columbia Energy Services Contracts that are not setup in our Global Contracts system.  We would like for you to make a legal determination whether to setup the contracts in our system or not.  Attached please find a spreadsheet to indicate whether or not to setup these contracts and your comments. Once completed, please forward the spreadsheet back to Sylvia Campos.Marlene Hilliard",Formal
"Anita,An updated agenda. We still need Grant's bullet points.Vince",Neutral
"On Tuesday, February , we have been invited to a cocktail party in honor of Vincent Viola of Pioneer Futures. Vince is currently running for Chairman of the NYMEX. His competitor in the upcoming election is Joe Rafferty of Rafferty and Associates. Personally, I have no preference who is the next Chairman, but due to the adversarial nature of Enron's recent relationship with Dan Rappaport and the NYMEX this may us an opportunity to meet and talk to Vince. Rumor has it that Vince is the current frontrunner for the position. The party will be held at ::pm at Sambuca Jazz Cafe,  Texas, () . Let me know if you are interested in attending.",Formal
"BL,Have you experienced any blackouts yet?  I think you'll see a lot this summer.What does everyone think about the situation?  Do they think it's a threat or not?  I thinkthe state is in for a horrific summer  I hope it doesn't turn out that way, but it'll be incrediblydifficult to avoid.Hope everything's going well with work and with the family.  When's the next time you'llbe in Dallas?  Let me know.KR",Neutral
"I think we should all stay in the same room, especially if we get a suite at embassset suites, with a pullout bed.  We checked it out and I can get there are : p.m. on America West on Thursday.  The rate is $., a little pricey.    Did I tell you that Shawna wants us to come to the rehearsal dinner?  I'm trying to figure out when we're going to site see.",Neutral
"Dude, I am totally joking around with you.  You always look cute.  Well at least when you were dating me you always looked cute.",Informal
"Attached is a newly revised Credit Watch listing.  If there are any personnel in your group that were not included in this distribution, please insure that they receive a copy of this report.To add additional people to this distribution, or if this report has been sent to you in error, please contact Veronica Espinoza at x.For other questions, please contact Bill Bradford at x, Russell Diamond at x, or Brant Reves at x.",Neutral
You have received this message because someone has attempted to send you an email from outside of Enron with an attachment type that Enron does not allow into our messaging environment. Your email has been quarantined and is being held at the MailSweeper server.,Very Formal
"At a conference held this morning in the TAC proceeding, Chief Judge Wagner announced that it was his understanding that FERC will strike its consideration of the California matters from this Wednesday's meeting (/) in light of the fact that FERC has scheduled a special meeting for this Friday (/) to consider those matters.",Formal
The : pm meeting will be held in EB .  There is no callin number but the number in the room is .  Please give me a call if you have any questions.Ben,Formal
"Please take a few minutes to read and respond to this message as soon as possible!Some of you are storing and accessing files in locations that the migration team may not aware of.  To make sure that all the files you access get migrated over, please reply and identify all the drives, servers, and folders where you routinely save your information.  Also, remember that no data files should be stored on your local PC (c: or d: drive).  If you have been keeping files there, you must copy them up to your H: drive before the migration!Please click ""reply with history"", then list all your file locations under here (you can delete the examples) and then send it.  Thanks!",Formal
This beaver had a super night of drinking and forgot his hardhat at work thenext day,Informal
"Below is a quick follow up to some of the things I mentioned I'd check out at our last meeting.  Please let me know how I can be of assistance with your efforts.ContributionsThe contributions from last year that I mentioned at the meeting turned out to be inclusive of Enron Corp., individual and matching funds.WeatherI had a chance to talk with our folks from the Weather Group.  The information regarding Oklahoma that I told you I'd look into actually ended up being a center for Weather Research that was being sponsored by Williams not our weather group.ScholarshipThere are a couple of different scholarship and fundraising initiatives underway that are being driven by Enron employees and alumni of the individual universities employed here.  They take advantage of matching funds and are administered by employees here with some assistance by Community Relations and University Affairs.  If you are interested in organizing an effort like this for Oklahoma, let me know and I can work with you on the details.",Formal
"Sally,Attached is the spreadsheet you were looking at earlier regarding the new building.  Please review and let me know if there are any changes in the headcount for your groups.ThanksLoriex",Neutral
Attached is a revised structure chart for the Net Works equity fund.  The chart represents the comments and issues raised at last week's structuring meeting.,Neutral
"Mary, by copy of this email, I am asking Justin how big a presence National Power is in energy trading.  It seems to me National Power is more analogous to a dealer than a subscriber.Mark",
"All,Attached please find a transmittal letter, text of SMUD's response, and anexcel file containing the first portion of the attachments to SMUD'sresponse.  The remainder of the attachments will be sent by separate email.Adrienne ClairMorrison and Hecker, LLP",Very Formal
"Guys, can you start working on your presentations for the offsite.  Dave I would like you to focus on the new generation of capital products that you are working on for the IPP market which should be able to source short and medium term commodity liquidity and be syndicatable(?) on the capital side.  Go into some detail and speak to a couple of specific opportunities. It may also be interesting for you to give an initial cut on the economics of coal generation (including emissions control) given current power and gas markets and a quick view of the development process. How should we participate in this market?  Gasification technology?Jeff, in your talk, can you focus on the emerging distributed generation sector ie) the technologies, the users, the VC's, etc.  Specifically, how will these technologies change our business model and the overall power business model?  How are we positioning ourselves in this market?  What is the PI strategy with this regard? Dorie Hitchcock and Tammy Sheppard can do a lot of the heavy lifting; however, we need a first cut by December th.ThanksDelainey",Neutral
"Too late....we had it for dinner last night.  Matter of fact, I think I saw the maids packing up the leftovers this morning and heading your way.  Enjoy.PL",Informal
Peter:Here is our first attempt at EnronOnline Long Description language for the double transaction calendar spread product.  We had to guess at several aspects. Please let me know if we got close.Mark,Neutral
"Once again, it's time to find out what you think about your work experience at Enron and what can be done to make it better.  That's why Enron wants to check your pulse.  In fact, we've changed the name of last year's ""Excellence Through Communication"" employee survey to The Pulse.  This new name more accurately captures the purpose of the survey.  Your diagnosis helps us correct problem areas so we can continue to make Enron a great place to work.Starting Monday, October , you will be asked to provide input into Enron and your work environment.  We would like to have % participation across Enron, because the only way to make things better is to know where we need to make improvements.Will be available:  Monday, October   Friday, Oct. Will be located at: survey.enron.comThere are a few things you should remember about The Pulse:. Your survey responses will be confidential.  You can complete your survey at your desk via the intranet at survey.enron.com.  If you prefer, special computer kiosks will be available in some of our larger offices and group computer terminals will be available in smaller field offices.  We want to provide you with the most comfortable environment possible, as your participation is of vital importance to Enron.. We will respond actively to your comments.  We are going to do our best to cure some of the current problems that exist and put into action preventative processes that will help identify smaller problems before they become major ones.  We may ask for your help in resolving some of the issues that are collected in the survey  your active role will help us identify the best solutions.In last year's survey, employees identified several problem areas regarding internal communications and we've already acted on many of your recommendations.  These are a few of the things we've accomplished or are working on in direct response to your input:* Educational/informational meetings, like Brown Bag Lunches and Executive Floor Meetings* Flex schedules* Improved PRC process* Various employee newsletters, like Enside and eBizSo take a few minutes to check your pulse and tell us what you think and how you feel about your job and about Enron.We look forward to hearing from you.Mark",Formal
I will be leaving the office today at : for a :  doctor's appointment and will not be returning to the office.I will see you all on Monday.SAM,Informal
"Dear Lisa Gang,Thank you for applying for a TrustID Personal Certificate from Digital Signature Trust Co. (DST).We require additional information before we can process your application. You will receive a letter from DST via U.S. mail explaining the specific information we need and instructions for submitting it to us. Your prompt response to the letter will be greatly appreciated.Please contact DST Customer Support with any questions by sending email to helpdesk@trustdst.com,or call  (call direct at ).  Customer Support representatives are available to assist you Monday through Friday,  a.m. to  p.m. Mountain Time.Thank you for choosing Digital Signature Trust Co. as your trusted certificate authority.Sincerely,Marlene MartinezCertificate Registration ManagerDigital Signature Trust",Very Formal
"Ben,Thanks for having us up to Beaver Creek this weekend.  We had a wonderfultime.  I told Raul that Colorado needs to be our vacation every summer bcthis was our best one by far!  Anyway, it was a fun spending time with youguys and your parents in such a relaxing place.We need to get together soon and share pictures.  Also, I don't know if Ican go that long without laughing with and at you!Tell Megan thanks too!Amy",Neutral
scott and i talked and we cannot say definitively that triad called us first every single day  there may have been some days when we called them.  we can call you if you need further explanation.,Neutral
i don't have hair on my back and not that much on my chest.  i wish i had more on my chest then i could grow a mustache and tell the chicks to call me magnum.,Very Informal
"Duke Energy Trading and Marketing, L.L.C. is NOT and approved reference credit because this entity does not prepare independent financials.  Duke Energy Trading and Marketing's ""A"" S&P rating is based on implied credit support from Duke Energy which owns a substantial portion of the entity's membership equity.  Our policy thus far is that all reference credit must (i) be S&P rated and (ii) prepare entity level financials.Rod",Formal
"Hello all,I have attached an amendment request for Breitburn Energy Company LLC's existing Master. If you have any questions, please feel free to call.Best regards,Bradext. ",Neutral
"Mark Greenberg asked me to send you the Password Application to be used for the brokers.  Actually, there will not be a Password Application.  What they will be signing instead is the attached Fee Agreement.   Any questions, call me, Mark Taylor or Mark Greenberg...",Neutral
Discuss above items as they relate to Citrus/FGTWe will also conference in Matt Morrow from Ernst & Young,Neutral
Hey sharkey.  I will be out of town the rd thru the th.  How long are you going to be in town for?,Informal
"I'm receiving mine!!!  But I'll be in Buenos Aires next week so I'll keep my fingers crossed that my computer is working (in the event any further earth shattering Lehrer family announcements occur).  My mom does not know how to turn the computer on but she does have an email address.  We better wait until she ""gets comfortable"" with the concept of email before handing out her address.  At this very minute, my dad is returning from a convention in Atlantic City.  He called me from the airport on his CELL PHONE.  You see, it took me some time to get him to carry his cell phone with him.  I'VE SUCCEEDED!  Talk to you soon, Mr. Webmaster.  Sara",Informal
"Vince and Grant,First let me apologize for cancelling our meeting with you this Friday.  I hope we can reschedule next week as I'll arrive in Houston Monday midday.I'd love to talk to you as I know the knowledge base in your group related to my new responsibilities is huge.  Will you be able to free up some time of some of your team members to help us?As an example, I'd like to show you our position book (cash).  It's far from being perfect.  I'd like to know whether we should persevere and improve it or whether there are some models in ENA that we could copycat....I look forward to seeing you next week,Remi",Formal
"Dave, Credit Houston received yesterday a partial list of counterparties to whom this product should be shown. We are still waiting for a final list of reference credits and are trying to confirm with Credit London that they have received a list of trading counterparties. Profiles still need to be created for all trading counterparties based on the products for EOL.As of this minute, I would say that we have signed off on the concept but details and individual approvals are not complete. Bill spoke with Bryan last night and communicated this to him as well.A Monday launch looks a bit optimistic given the data on hand and tasks left to do. Being a US holiday for Enron doesn't help either.Let me know how things progress from your end.",Neutral
"Good morning!I was wondering if Michael has settled down, or if he is having troubles attending.  Thanks,Kay",Neutral
We should grab some sushi and talk. Call me at work.Chris,Informal
"Ken Raisler will be here on Monday, May  to conduct several training sessions for the weather and steel trading desks.  If you can work it into your schedule, please try and attend one or more of these sessions.  Brent will have further scheduling details.Mark",Neutral
"Thanks for the message, Tom.  I have visited the Ivory Coast, Togo and Nigeria once;  Tanzania twice; and Kenya and So. Africa three times.  I really love the place and look forward to spending lots more time there.Thanks, too, for sharing the photos.Jeff",Neutral
"This week each business unit across Enron has been asked to identify the optimal structure and resources on a going forward basis.  While the review is not complete, we are close to finalizing decisions surrounding each individual business.We ask for your continued patience and we know that may be asking a lot. Please take the opportunity to enjoy the time with your family at Thanksgiving and know that we are working hard on finalizing all details. No significant organizational announcements will take place next week.Mike and Jeff",Neutral
"hi,i know you are busy.  i just wanted to email you and say hello and also to wish you a good day",Informal
"The technical difficulties with the SAP Security email box have been resolved.  You may once again follow the normal submission process as noted in the instructions for the SAP Security Request Form and the IBuyit eProcurement Request Form.  If you submitted a request for security during the week of  July  and have NOT received a notification of it's receipt, please resubmit the form.  We can not be certain that all mail directed to the box during this period was actually received. We apologize for any inconvenience that this may have caused you.",Formal
"Hello,  I am a coworker of Jeff Richters and i entered the pool last week.  Please add my pick of Kansas City to the list for the week.  Thank you.",Informal
"Please take my name off of your emails, I am no longer in the OA group.  Please add me to the Ontario email  I am doing risk for that desk.  Thanks.PL",Neutral
You deserve to be pampered.  I hope it works out so you can go.  I think it would be a hoot.  Kay,Informal
"Tana and I were unable to find anything useful here.  David Mitchell thought he might find something for us in his files and will send it to us but as he remembers it, we never got very far with the details.  He probably just advised that if we ever did set up a CTA that it should be completely separate  both in legal entity and staff  from our trading activities and should be Chinese Wall fenced  as well.  I'll send over whatever we receive from him and warned him that you might be calling.",Informal
"I've taken an additional whack. The document still needs some help (simplification?) relative to the payment mechanics on exercise of the put or call option. Let's talk tomorrow.Regards,Ben",Neutral
Sunday morning works best for me.  It is supposed to rain on Saturday.Stan,Neutral
but that's my point.  the demand destruction roared its ugly head beginning of Jan.  The price level was $.  Of course there is a lag.  Let's make up a lag time...say one month.   On Dec  cash was trading $..  Probably a similar lag on the way down.  Cash is $. today.  How much lost demand will there be in a month if we're still $.?   million dollar question if you can answer that.,Informal
"Today we announced the appointment of Jeff McMahon as Enron's chief financial officer.  In my continued discussions with the financial community yesterday and today, it became clear that this move was required to restore investor confidence.  Jeff has unparalleled qualifications and a deep and thorough understanding of Enron.  He is already on the job and hard at work on the issues before us.  Andy Fastow will be on a leave of absence from the company.  Jeff had been serving as chairman and CEO of Enron Industrial Markets. He joined Enron in  and spent three years in the London office as chief financial officer for Enron's European operations.  Upon returning to the U.S., Jeff was executive vice president of finance and treasurer for Enron Corp.  In , he was named president and chief operating officer of Enron Net Works.I know all of you are concerned about the continuing decline in our share price.  I am too, and we are working very hard to turn it around.  Appointing Jeff as CFO is one important step in that process.  But most of the solution involves just continuing to do our jobs with excellence.  The fundamentals of our business are strong, and I think the market will begin to see that as we continue to perform.Please join me in giving Jeff your full support, and thank you for all of your continued hard work.",Formal
We need to send today BUT we need an immediate cover letter (itemizing every step to be taken) and sample resolution format to email to the counterparty and lawyer.  I'll review the letter.  I have an  am meeting but should be back in an hour.Let me know if you have questions.  Sara,Neutral
"Yes, I left him a voicemail telling him I needed to know a little more about the counterparty so I could make sure i send them the right form (are they US or nonUS counterparty, insurance company, energy company, etc).  Also, the name and address of his contact and I will send it directly if he would prefer that.",Neutral
"I haven't stopped crying since I got your email .. Of course I've been crying everyday, several hours a day for months now, so it is hard to tell whose to blame .... You are welcome as always to come by anytime to watch the tears (maybe you will happen upon another fine hour like when I accidentally killed our goldfish on Sunday) or to pick up the ladder.",Informal
"Attached is a new link for employees unable to attend the allemployee meeting today at  a.m. (CDT) at the Hyatt Regency Houston, Imperial Ballroom. If you are located in London, Calgary, Toronto, Omaha, New York, Portland (ENA) or Houston, you can access the live event at",Formal
"Taffy, you were going to check on how much vacation days I have left.  I wanted to take a few days when my mom comes in for XMAS.  Thanks.",Informal
"Hi Everyone...)  The forecast pattern seems very similar to what we've been talking about over the past several days.   features below normal in the Midwest and the East with a brief normalization possible toward the Great Lakes next weekend (days  and ) before more cool air arrives.   indicates yet another trough digging into the East (temperatures normal to below normal) with the primary ridge remaining in the Southwest (above to much above).)  Day forecast also looks similar still quite cool for the East and Midwest  though not quite as hot for the immediate West Coast.  Above to much above normal temperatures will be common across interior California for most of the week with a  to  day spike of warm temperatures near the coast midweek.  No prolonged period of heat will affect the Northwest.  ) EarthSat will issue an ""official""  and  forecast around pm today.  You can get this map by going to:     and then follow the ""Sunday Update"" link (near the bottom).  Login is ""enron"", Password is ""enron"".Maps are attached  this is the way we feel things will look to start the day tomorrow.  *If there are any changes to this picture  it may be to warm the Midwest/ East closer to normal.  Right now this solution appears unlikely  but if there are any surprises tomorrow  it may be a SLIGHTLY warmer picture for the East.*   Enjoy the rest of your weekend...Research Weather Team",Formal
We are meeting at Chuy's at : tonight to celebrate Tim's th Birthday!Be there or be square,Informal
"Thanks for the dinners, and the breakfast, and the company.  It was fun.  And don't get cranky, but I'm going to be in and out of things this weekend since I have midterms Monday and Tuesday.  Likely means that I'll be studying in Berkeley and SF during the days on Sat and Sun but will be present for the evenings.  Hpe that works.Kisses,JeffPS I'm trying, lord knows I'm trying, to stay out of it, but it's going to start raining up at the Dome very, very soon.......",Informal
Here is the Teco model from the client.  I will also send you the Teco presentation I was working on for Don Black.  He might call you tomorrow to work on it a little bit.Ben,Neutral
"Mark and Jim,As part of pulling together Data Room for possible EBS sale, we are asked to come up with information regarding inhouse developed software and labor cost. I would like to have your direction on the policy question whether to include Enfiber and Sabor Settlement systems.  Sabor Settlement system is using Unify Settlement as the foundation and Enfiber is patterned after EnPower which potentially could give some valuable competitive insight into our Trading.  Do you think these systems should be included in the EBS sales package?  As shown on the attachment, those systems are included at the present time.  Thank you.(including PPCS/Dorado) Inja Chun",Formal
I told Gabriel about your hairdryer story.  He was appropriately disgusted.  I'm writing procedures for what I do...ya wanna come help me?,Very Informal
"Attached please find a Tax Review of California Senate Bill No.  (""SB X"").  The Tax Review sets out the practical implication (likely cessation of electricity sales and curtailment of investment in new generation assets) and constitutional deficiencies of SB X.  Please note, SB X will not apply to sales of electricity made pursuant to binding written contracts executed on or before the date SB X is signed into law (if ever).  The California Senate has passed SB X.  The California Assembly has drafted their own version, Assembly Bill No.  (""AB X""), which the Assembly is presently debating.  A Tax Review of AB X is also attached.We will keep you advised regarding the progress of both SB X and AB X.  Please advise if you have questions and/or comments.  Thanks.",Very Formal
"This is a notice to inform you that the server where your Outlook mailbox resides is scheduled for an outage tonight.  Your mailbox will be temporarily unavailable starting anytime after pm and may continue to be unavailable until  a.m., when all server maintenance work have been completed.  Outlook Web Access (OWA) will also be unavailable during this time.  Blackberry users:  Message delivery may be delayed for a few minutes. If you have any questions, please call the Resolution Center at x.",Very Formal
"Other states have eyes on Texas as electricity deregulation nears   Electric deregulation was a huge failure in California, resultingin soaring rates and rolling power blackoutsand making consumers inother states suspicious about giving up regulated monopoly utilitiesin favor of competition among power companies ...",Neutral
"Mike Purcell is leaving our group to move to Volume management, effective following his vacation which is all next week.I will be scheduling Mid C until a replacement is hired and trained.Please contact me with questions regarding MidC schedules.",Neutral
i am at the venitian.  i am going to stay in the rainman suite.  should be a good time.  i can load up and get some hookers and just have an old fashioned good time.  it is a good stress relief.,Informal
triggers are based upon scheduled volumethey are not going to agreeI know,Informal
she still works here.  she is probably on vacation or something.  i am sure she will get right back to daddy when she gets in town.  she sounds hot.,Informal
Attached please find a draft nondisclosure agreement related to Enron Net Works' and Sun's exchange of information in connection with a possible transaction regarding EnronOnline.  Please feel free to contact me with any comments or questions you may have regading the attached.Travis McCullough,Very Formal
You asked me to look into this (the Ford sponsorship thing).I think they will be unlikely to deliver on the benefits promised by M Management (their marketing consultant) and will add little value to our dealmaking opportunities with Ford.I will pass the info. along to EES to see if they have any interest in paying the $ million for general advertising exposure.Dave,Neutral
"Attached is a revised version of Mike Day's draft of Part  of thelegislative package, on expedited permitting of new and expanded electricgenerating capacity.  I have tried to incorporate the thoughtful commentsprovided to me by Sam Wehn of ENA and Barry Ogilby of McCutcheon (outsidecounsel).  Since Mike will soon be off on a family vacation, please directany comments or questions to me at  or",Formal
Could you teach my brother how to use his email? ThanxDorland,Neutral
"If anyone is interested in an administrative position in HR, please see me by close of business Wednesday for more details.Thanks!Amy",Neutral
"Ok, eagle eye, here's the override for your one train deal.",Informal
you fucker that's my trade.   i was trying to buy nines the last  minutes.  all i got was scraps.  .  i think it's a great trade.,Very Informal
